decada,nome_regiao,estado,nome_estado,urbano_rural,grupo_etario,sexid,saldo_migratorio,saldo_migratorio_indireto,populacao_t,populacao_t_10,taxa_liquida_migracao,taxa_liquida_migracao_ind
1960-1970,Sul,PR,Paraná,Total,50-54,Total,15096.0445412753,0,112638,184990,0.0816046518259112,0
1960-1970,Sul,PR,Paraná,Total,55-59,Homens,7310.65707593494,0,44392,76122,0.096038688893289,0
1960-1970,Sul,PR,Paraná,Total,55-59,Mulheres,3302.24202054089,0,36221,63358,0.0521203639720459,0
1960-1970,Sul,PR,Paraná,Total,55-59,Total,10612.8990964758,0,80613,139480,0.0760890385465717,0
1960-1970,Sul,PR,Paraná,Total,60+,Homens,12983.5028548264,0,80836,138608,0.0936706600977317,0
1960-1970,Sul,PR,Paraná,Total,60+,Mulheres,7643.52522833151,0,62159,115887,0.065956709797747,0
1960-1970,Sul,PR,Paraná,Total,60+,Total,20627.0280831579,0,142995,254495,0.0810508186139527,0
1960-1970,Sul,PR,Paraná,Urbano,0-4,Homens,11614.5848918011,34843.7546754032,99014,175276,0.0662645478662284,0.198793643598685
1960-1970,Sul,PR,Paraná,Urbano,0-4,Mulheres,12021.1546986446,36063.4640959338,96156,173009,0.0694828286311383,0.208448485893415
1960-1970,Sul,PR,Paraná,Urbano,0-4,Total,23635.7395904457,70907.218771337,195170,348285,0.0678632142941719,0.203589642882516
1960-1970,Sul,PR,Paraná,Urbano,5-9,Homens,46504.1068048261,15501.368934942,91515,180143,0.258151062238478,0.0860503540794926
1960-1970,Sul,PR,Paraná,Urbano,5-9,Mulheres,47241.861879606,15747.287293202,88040,177842,0.265639510799508,0.0885465035998359
1960-1970,Sul,PR,Paraná,Urbano,5-9,Total,93745.9686844322,31248.6562281441,179555,357985,0.261871219979698,0.0872904066598993
1960-1970,Sul,PR,Paraná,Urbano,10-14,Homens,50409.4597654519,0,75081,155312,0.324568995090218,0
1960-1970,Sul,PR,Paraná,Urbano,10-14,Mulheres,56964.4405933542,0,77411,161914,0.351819117515189,0
1960-1970,Sul,PR,Paraná,Urbano,10-14,Total,107373.900358806,0,152492,317226,0.338477616458948,0
1960-1970,Sul,PR,Paraná,Urbano,15-19,Homens,40183.1864754239,0,60247,129081,0.311302100815952,0
1960-1970,Sul,PR,Paraná,Urbano,15-19,Mulheres,57277.2537842118,0,71121,150579,0.380380091408575,0
1960-1970,Sul,PR,Paraná,Urbano,15-19,Total,97460.4402596356,0,131368,279660,0.348496174853878,0
1960-1970,Sul,PR,Paraná,Urbano,20-24,Homens,35316.4697592386,0,57501,106441,0.331793855368125,0
1960-1970,Sul,PR,Paraná,Urbano,20-24,Mulheres,45306.2051113542,0,64807,123077,0.368112686459324,0
1960-1970,Sul,PR,Paraná,Urbano,20-24,Total,80622.6748705928,0,122308,229518,0.351269507710039,0
1960-1970,Sul,PR,Paraná,Urbano,25-29,Homens,33950.9755259251,0,53314,89586,0.378976352621225,0
1960-1970,Sul,PR,Paraná,Urbano,25-29,Mulheres,33467.2913772834,0,56620,97776,0.342285339728393,0
1960-1970,Sul,PR,Paraná,Urbano,25-29,Total,67418.2669032084,0,109934,187362,0.359828924238685,0
1960-1970,Sul,PR,Paraná,Urbano,30-34,Homens,28991.295080642,0,48522,82955,0.349482190110807,0
1960-1970,Sul,PR,Paraná,Urbano,30-34,Mulheres,25521.1025158065,0,47233,83451,0.305821410358252,0
1960-1970,Sul,PR,Paraná,Urbano,30-34,Total,54512.3975964485,0,95755,166406,0.327586731226329,0
1960-1970,Sul,PR,Paraná,Urbano,35-39,Homens,21670.4540412293,0,40862,74797,0.289723572352224,0
1960-1970,Sul,PR,Paraná,Urbano,35-39,Mulheres,19177.1625891383,0,39042,74212,0.258410534538057,0
1960-1970,Sul,PR,Paraná,Urbano,35-39,Total,40847.6166303675,0,79904,149009,0.274128519957637,0
1960-1970,Sul,PR,Paraná,Urbano,40-44,Homens,14606.7374466102,0,32332,64655,0.225918141622616,0
1960-1970,Sul,PR,Paraná,Urbano,40-44,Mulheres,12753.4199320228,0,29632,60325,0.21141185133896,0
1960-1970,Sul,PR,Paraná,Urbano,40-44,Total,27360.157378633,0,61964,124980,0.218916285634765,0
1960-1970,Sul,PR,Paraná,Urbano,45-49,Homens,10318.842102759,0,25992,48119,0.214444234143665,0
1960-1970,Sul,PR,Paraná,Urbano,45-49,Mulheres,11117.399959777,0,25073,45989,0.241740415311858,0
1960-1970,Sul,PR,Paraná,Urbano,45-49,Total,21436.242062536,0,51065,94108,0.227783419714966,0
1960-1970,Sul,PR,Paraná,Urbano,50-54,Homens,7985.78432252457,0,21105,37510,0.212897475940404,0
1960-1970,Sul,PR,Paraná,Urbano,50-54,Mulheres,8729.52221391935,0,18591,36531,0.238962038102416,0
1960-1970,Sul,PR,Paraná,Urbano,50-54,Total,16715.3065364439,0,39696,74041,0.225757438938479,0
1960-1970,Sul,PR,Paraná,Urbano,55-59,Homens,6806.61589217321,0,14865,28934,0.235246280921173,0
1960-1970,Sul,PR,Paraná,Urbano,55-59,Mulheres,6829.95668060914,0,14230,28743,0.237621566315595,0
1960-1970,Sul,PR,Paraná,Urbano,55-59,Total,13636.5725727823,0,29095,57677,0.236429990685756,0
1960-1970,Sul,PR,Paraná,Urbano,60+,Homens,13847.2951319002,0,27671,56316,0.245885629872508,0
1960-1970,Sul,PR,Paraná,Urbano,60+,Mulheres,13211.0480302912,0,26682,56361,0.234400525723304,0
1960-1970,Sul,PR,Paraná,Urbano,60+,Total,27058.3431621913,0,54353,112677,0.240140784385379,0
1970-1980,Sul,PR,Paraná,Rural,0-4,Homens,-61620.5274111227,-184861.582233368,404030,232164,-0.265418098461099,-0.796254295383298
1970-1980,Sul,PR,Paraná,Rural,0-4,Mulheres,-58737.4119553387,-176212.235866016,395201,226706,-0.259090681125946,-0.777272043377838
1970-1980,Sul,PR,Paraná,Rural,0-4,Total,-120357.939366461,-361073.818099384,799231,458870,-0.262292020324845,-0.786876060974534
1970-1980,Sul,PR,Paraná,Rural,5-9,Homens,-149187.036730188,-49729.0122433961,367571,234759,-0.635490169621562,-0.211830056540521
1970-1980,Sul,PR,Paraná,Rural,5-9,Mulheres,-144071.97853574,-48023.9928452467,356666,226727,-0.635442530160678,-0.211814176720226
1970-1980,Sul,PR,Paraná,Rural,5-9,Total,-293259.015265928,-97753.0050886428,724237,461486,-0.635466764465072,-0.211822254821691
1970-1980,Sul,PR,Paraná,Rural,10-14,Homens,-186154.366597342,0,308470,231920,-0.802666292675671,0
1970-1980,Sul,PR,Paraná,Rural,10-14,Mulheres,-193441.415084196,0,294838,219795,-0.880099251958398,0
1970-1980,Sul,PR,Paraná,Rural,10-14,Total,-379595.781681538,0,603308,451715,-0.840343538916214,0
1970-1980,Sul,PR,Paraná,Rural,15-19,Homens,-161148.210858073,0,252012,202523,-0.79570325769455,0
1970-1980,Sul,PR,Paraná,Rural,15-19,Mulheres,-182834.189265404,0,234970,185992,-0.983021792686805,0
1970-1980,Sul,PR,Paraná,Rural,15-19,Total,-343982.400123478,0,486982,388515,-0.88537739887386,0
1970-1980,Sul,PR,Paraná,Rural,20-24,Homens,-148342.98335631,0,198458,147500,-1.00571514139871,0
1970-1980,Sul,PR,Paraná,Rural,20-24,Mulheres,-157078.657259373,0,176267,134378,-1.16893135230003,0
1970-1980,Sul,PR,Paraná,Rural,20-24,Total,-305421.640615684,0,374725,281878,-1.0835242218821,0
1970-1980,Sul,PR,Paraná,Rural,25-29,Homens,-123095.261043023,0,157612,112614,-1.09307245140944,0
1970-1980,Sul,PR,Paraná,Rural,25-29,Mulheres,-113261.078384682,0,137171,102202,-1.10820804274556,0
1970-1980,Sul,PR,Paraná,Rural,25-29,Total,-236356.339427705,0,294783,214816,-1.10027344065482,0
1970-1980,Sul,PR,Paraná,Rural,30-34,Homens,-96798.133675253,0,133986,91691,-1.05569939988933,0
1970-1980,Sul,PR,Paraná,Rural,30-34,Mulheres,-78599.3103636382,0,113284,83524,-0.941038627982834,0
1970-1980,Sul,PR,Paraná,Rural,30-34,Total,-175397.444038891,0,247270,175215,-1.00104125810513,0
1970-1980,Sul,PR,Paraná,Rural,35-39,Homens,-75545.3883698141,0,118514,81530,-0.926596202254558,0
1970-1980,Sul,PR,Paraná,Rural,35-39,Mulheres,-59352.8602031693,0,103322,74495,-0.796736159516334,0
1970-1980,Sul,PR,Paraná,Rural,35-39,Total,-134898.248572983,0,221836,156025,-0.864593805947658,0
1970-1980,Sul,PR,Paraná,Rural,40-44,Homens,-61722.9792747549,0,103319,76852,-0.80314083270123,0
1970-1980,Sul,PR,Paraná,Rural,40-44,Mulheres,-49174.3776184166,0,82582,65444,-0.751396271902949,0
1970-1980,Sul,PR,Paraná,Rural,40-44,Total,-110897.356893171,0,185901,142296,-0.779342756600126,0
1970-1980,Sul,PR,Paraná,Rural,45-49,Homens,-47312.5499011277,0,78352,63825,-0.741285544866866,0
1970-1980,Sul,PR,Paraná,Rural,45-49,Mulheres,-41978.1736788118,0,63191,53193,-0.789167252811681,0
1970-1980,Sul,PR,Paraná,Rural,45-49,Total,-89290.7235799395,0,141543,117018,-0.763051185116302,0
1970-1980,Sul,PR,Paraná,Rural,50-54,Homens,-40671.7026067957,0,62436,53670,-0.757810743558704,0
1970-1980,Sul,PR,Paraná,Rural,50-54,Mulheres,-34935.369944595,0,48513,42567,-0.82071487172211,0
1970-1980,Sul,PR,Paraná,Rural,50-54,Total,-75607.0725513907,0,110949,96237,-0.785634138131807,0
1970-1980,Sul,PR,Paraná,Rural,55-59,Homens,-30068.7739640218,0,47188,40494,-0.742548870549262,0
1970-1980,Sul,PR,Paraná,Rural,55-59,Mulheres,-27096.804211247,0,34615,31237,-0.86745859753648,0
1970-1980,Sul,PR,Paraná,Rural,55-59,Total,-57165.5781752689,0,81803,71731,-0.796943834259509,0
1970-1980,Sul,PR,Paraná,Rural,60+,Homens,-62505.9944211913,0,82292,79416,-0.787070545245181,0
1970-1980,Sul,PR,Paraná,Rural,60+,Mulheres,-55386.9186337624,0,59526,60373,-0.917412065555173,0
1970-1980,Sul,PR,Paraná,Rural,60+,Total,-117892.913054954,0,141818,139789,-0.843363305088052,0
1970-1980,Sul,PR,Paraná,Total,0-4,Homens,-26321.265231062,-78963.795693186,579306,519725,-0.0506446009544701,-0.15193380286341
1970-1980,Sul,PR,Paraná,Total,0-4,Mulheres,-24562.9789284385,-73688.9367853154,568210,506104,-0.0485334613605869,-0.145600384081761
1970-1980,Sul,PR,Paraná,Total,0-4,Total,-50884.2441595005,-152652.732478501,1147516,1025829,-0.0496030470570636,-0.148809141171191
1970-1980,Sul,PR,Paraná,Total,5-9,Homens,-69813.8392608574,-23271.2797536191,547714,503452,-0.138670298778945,-0.046223432926315
1970-1980,Sul,PR,Paraná,Total,5-9,Mulheres,-66466.2252328695,-22155.4084109565,534508,489235,-0.135857461614295,-0.0452858205380983
1970-1980,Sul,PR,Paraná,Total,5-9,Total,-136280.064493727,-45426.6881645756,1082222,992687,-0.13728402255064,-0.0457613408502133
1970-1980,Sul,PR,Paraná,Total,10-14,Homens,-96810.9265097139,0,463782,502088,-0.192816650686162,0
1970-1980,Sul,PR,Paraná,Total,10-14,Mulheres,-101484.995898747,0,456752,492491,-0.206064671026978,0
1970-1980,Sul,PR,Paraná,Total,10-14,Total,-198295.922408461,0,920534,994579,-0.199376743736255,0
1970-1980,Sul,PR,Paraná,Total,15-19,Homens,-86346.412322578,0,381093,455338,-0.189631465686101,0
1970-1980,Sul,PR,Paraná,Total,15-19,Mulheres,-90766.7892319728,0,385549,461912,-0.196502340774807,0
1970-1980,Sul,PR,Paraná,Total,15-19,Total,-177113.201554551,0,766642,917250,-0.193091525270701,0
1970-1980,Sul,PR,Paraná,Total,20-24,Homens,-85061.0709666766,0,304899,359484,-0.236619907886517,0
1970-1980,Sul,PR,Paraná,Total,20-24,Mulheres,-79386.421534559,0,299344,372073,-0.21336248944309,0
1970-1980,Sul,PR,Paraná,Total,20-24,Total,-164447.492501236,0,604243,731557,-0.224791086000456,0
1970-1980,Sul,PR,Paraná,Total,25-29,Homens,-61532.5832849506,0,247198,294613,-0.208859022802628,0
1970-1980,Sul,PR,Paraná,Total,25-29,Mulheres,-51889.9941615175,0,234947,301591,-0.172054186502639,0
1970-1980,Sul,PR,Paraná,Total,25-29,Total,-113422.577446468,0,482145,596204,-0.190241221874506,0
1970-1980,Sul,PR,Paraná,Total,30-34,Homens,-44916.8718959627,0,216941,244347,-0.183824118552561,0
1970-1980,Sul,PR,Paraná,Total,30-34,Mulheres,-32606.4473274258,0,196735,242655,-0.134373688271108,0
1970-1980,Sul,PR,Paraná,Total,30-34,Total,-77523.3192233885,0,413676,487002,-0.159184806681263,0
1970-1980,Sul,PR,Paraná,Total,35-39,Homens,-39248.4709931678,0,193311,206754,-0.189831737200575,0
1970-1980,Sul,PR,Paraná,Total,35-39,Mulheres,-26032.0080326704,0,177534,203155,-0.128138652913639,0
1970-1980,Sul,PR,Paraná,Total,35-39,Total,-65280.4790258381,0,370845,409909,-0.15925602762037,0
1970-1980,Sul,PR,Paraná,Total,40-44,Homens,-34571.4647410803,0,167974,189379,-0.182551733513644,0
1970-1980,Sul,PR,Paraná,Total,40-44,Mulheres,-24371.4036584017,0,142907,174603,-0.139581815079934,0
1970-1980,Sul,PR,Paraná,Total,40-44,Total,-58942.8683994821,0,310881,363982,-0.161938965112237,0
1970-1980,Sul,PR,Paraná,Total,45-49,Homens,-27376.7788688807,0,126471,153452,-0.178406139176294,0
1970-1980,Sul,PR,Paraná,Total,45-49,Mulheres,-20840.0734806532,0,109180,142602,-0.146141523124873,0
1970-1980,Sul,PR,Paraná,Total,45-49,Total,-48216.8523495339,0,235651,296054,-0.16286505958215,0
1970-1980,Sul,PR,Paraná,Total,50-54,Homens,-24080.1497626856,0,99946,128786,-0.186978008189443,0
1970-1980,Sul,PR,Paraná,Total,50-54,Mulheres,-16853.7379775277,0,85044,117169,-0.143841271817014,0
1970-1980,Sul,PR,Paraná,Total,50-54,Total,-40933.8877402133,0,184990,245955,-0.166428361855678,0
1970-1980,Sul,PR,Paraná,Total,55-59,Homens,-16922.9587580786,0,76122,96452,-0.175454721084877,0
1970-1980,Sul,PR,Paraná,Total,55-59,Mulheres,-11729.5339440905,0,63358,88962,-0.131848811223787,0
1970-1980,Sul,PR,Paraná,Total,55-59,Total,-28652.4927021691,0,139480,185414,-0.154532520209742,0
1970-1980,Sul,PR,Paraná,Total,60+,Homens,-34662.3323565944,0,138608,195265,-0.17751431314672,0
1970-1980,Sul,PR,Paraná,Total,60+,Mulheres,-28026.7962476535,0,115887,184634,-0.151796506860348,0
1970-1980,Sul,PR,Paraná,Total,60+,Total,-62689.1286042479,0,254495,379899,-0.165015250380359,0
1970-1980,Sul,PR,Paraná,Urbano,0-4,Homens,19754.3933044059,59263.1799132178,175276,287561,0.0686963576577002,0.206089072973101
1970-1980,Sul,PR,Paraná,Urbano,0-4,Mulheres,19345.4035931868,58036.2107795604,173009,279398,0.0692395922418442,0.207718776725533
1970-1980,Sul,PR,Paraná,Urbano,0-4,Total,39099.7968975927,117299.390692778,348285,566959,0.0689640642402585,0.206892192720776
1970-1980,Sul,PR,Paraná,Urbano,5-9,Homens,52483.3942071188,17494.4647357063,180143,268693,0.195328476019542,0.065109492006514
1970-1980,Sul,PR,Paraná,Urbano,5-9,Mulheres,52199.9706762175,17399.9902254058,177842,262508,0.198850970927429,0.0662836569758097
1970-1980,Sul,PR,Paraná,Urbano,5-9,Total,104683.364883336,34894.4549611121,357985,531201,0.197069216517545,0.0656897388391816
1970-1980,Sul,PR,Paraná,Urbano,10-14,Homens,89079.1314698967,0,155312,270168,0.329717551560128,0
1970-1980,Sul,PR,Paraná,Urbano,10-14,Mulheres,91875.9877932368,0,161914,272696,0.336917255087118,0
1970-1980,Sul,PR,Paraná,Urbano,10-14,Total,180955.119263133,0,317226,542864,0.333334167053136,0
1970-1980,Sul,PR,Paraná,Urbano,15-19,Homens,74705.7798100694,0,129081,252815,0.295495836125504,0
1970-1980,Sul,PR,Paraná,Urbano,15-19,Mulheres,92044.4838615535,0,150579,275920,0.333591199846164,0
1970-1980,Sul,PR,Paraná,Urbano,15-19,Total,166750.263671623,0,279660,528735,0.315375875763138,0
1970-1980,Sul,PR,Paraná,Urbano,20-24,Homens,63173.291108387,0,106441,211984,0.298009713508506,0
1970-1980,Sul,PR,Paraná,Urbano,20-24,Mulheres,77670.6471405704,0,123077,237695,0.326766011655989,0
1970-1980,Sul,PR,Paraná,Urbano,20-24,Total,140843.938248957,0,229518,449679,0.313209952541607,0
1970-1980,Sul,PR,Paraná,Urbano,25-29,Homens,61437.5153393691,0,89586,181999,0.337570620384557,0
1970-1980,Sul,PR,Paraná,Urbano,25-29,Mulheres,61350.8547425603,0,97776,199389,0.307694279737399,0
1970-1980,Sul,PR,Paraná,Urbano,25-29,Total,122788.370081929,0,187362,381388,0.321951320130495,0
1970-1980,Sul,PR,Paraná,Urbano,30-34,Homens,51751.5543723185,0,82955,152656,0.339007666729893,0
1970-1980,Sul,PR,Paraná,Urbano,30-34,Mulheres,45973.074206882,0,83451,159131,0.288900806297214,0
1970-1980,Sul,PR,Paraná,Urbano,30-34,Total,97724.6285792005,0,166406,311787,0.313433942336276,0
1970-1980,Sul,PR,Paraná,Urbano,35-39,Homens,36160.8457301592,0,74797,125224,0.288769291271316,0
1970-1980,Sul,PR,Paraná,Urbano,35-39,Mulheres,33300.1604470303,0,74212,128660,0.258822947668509,0
1970-1980,Sul,PR,Paraná,Urbano,35-39,Total,69461.0061771896,0,149009,253884,0.273593476458499,0
1970-1980,Sul,PR,Paraná,Urbano,40-44,Homens,27003.4092640825,0,64655,112527,0.239972711118954,0
1970-1980,Sul,PR,Paraná,Urbano,40-44,Mulheres,24780.8993866106,0,60325,109159,0.227016548215086,0
1970-1980,Sul,PR,Paraná,Urbano,40-44,Total,51784.3086506931,0,124980,221686,0.233593048955248,0
1970-1980,Sul,PR,Paraná,Urbano,45-49,Homens,19780.5727099366,0,48119,89627,0.220698815200069,0
1970-1980,Sul,PR,Paraná,Urbano,45-49,Mulheres,21112.3842211004,0,45989,89409,0.236132651311394,0
1970-1980,Sul,PR,Paraná,Urbano,45-49,Total,40892.9569310371,0,94108,179036,0.22840633688776,0
1970-1980,Sul,PR,Paraná,Urbano,50-54,Homens,16412.809280263,0,37510,75116,0.21849951115958,0
1970-1980,Sul,PR,Paraná,Urbano,50-54,Mulheres,18054.2655185381,0,36531,74602,0.242007794945687,0
1970-1980,Sul,PR,Paraná,Urbano,50-54,Total,34467.0747988011,0,74041,149718,0.230213299662039,0
1970-1980,Sul,PR,Paraná,Urbano,55-59,Homens,12959.009006316,0,28934,55958,0.231584563535438,0
1970-1980,Sul,PR,Paraná,Urbano,55-59,Mulheres,15339.0818831093,0,28743,57725,0.265726840764129,0
1970-1980,Sul,PR,Paraná,Urbano,55-59,Total,28298.0908894253,0,57677,113683,0.248921042631047,0
1970-1980,Sul,PR,Paraná,Urbano,60+,Homens,27242.024226989,0,56316,115849,0.235151138352416,0
1970-1980,Sul,PR,Paraná,Urbano,60+,Mulheres,27270.1574600558,0,56361,124261,0.219458699511961,0
1970-1980,Sul,PR,Paraná,Urbano,60+,Total,54512.1816870448,0,112677,240110,0.227030034930011,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,0-4,Homens,-20646.7850466333,-61940.3551399,119643,85597,-0.241209213484507,-0.723627640453521
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,0-4,Mulheres,-20024.0209991847,-60072.0629975542,113910,82972,-0.24133467915905,-0.724004037477151
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,0-4,Total,-40670.8060458181,-122012.418137454,233553,168569,-0.241270969429836,-0.723812908289508
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,5-9,Homens,-44158.7352618519,-14719.5784206173,117211,86231,-0.51209814639575,-0.170699382131917
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,5-9,Mulheres,-43762.9110536419,-14587.6370178806,108869,82668,-0.529381514656722,-0.176460504885574
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,5-9,Total,-87921.6463154938,-29307.2154384979,226080,168899,-0.5205575303317,-0.173519176777233
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,10-14,Homens,-47648.0422655999,0,96369,78989,-0.603223768696906,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,10-14,Mulheres,-51892.705935287,0,88053,72283,-0.717910240793645,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,10-14,Total,-99540.7482008869,0,184422,151272,-0.65802493654402,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,15-19,Homens,-48643.9619200343,0,72308,65171,-0.746405025548699,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,15-19,Mulheres,-58460.6478829806,0,68030,56853,-1.02827727442669,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,15-19,Total,-107104.609803015,0,140338,122024,-0.87773396875217,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,20-24,Homens,-45159.1786575976,0,55879,46094,-0.979719240196069,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,20-24,Mulheres,-46879.2911919635,0,52864,41534,-1.12869675908806,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,20-24,Total,-92038.4698495611,0,108743,87628,-1.05033174156161,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,25-29,Homens,-31839.6438277116,0,46743,34892,-0.912519885008358,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,25-29,Mulheres,-29586.5365745647,0,45509,31886,-0.927884857760919,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,25-29,Total,-61426.1804022763,0,92252,66778,-0.919856545602987,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,30-34,Homens,-21477.7984518385,0,43121,30917,-0.694692190440162,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,30-34,Mulheres,-19879.616110035,0,39795,27338,-0.727178875924902,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,30-34,Total,-41357.4145618734,0,82916,58255,-0.709937594401741,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,35-39,Homens,-18618.8242013188,0,38562,27909,-0.667126167233466,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,35-39,Mulheres,-17579.3946929407,0,36840,26616,-0.660482217197953,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,35-39,Total,-36198.2188942595,0,75402,54525,-0.663882969174865,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,40-44,Homens,-17683.9269524629,0,33972,26740,-0.661328607047975,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,40-44,Mulheres,-16914.8257956235,0,29169,23120,-0.731610112267451,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,40-44,Total,-34598.7527480863,0,63141,49860,-0.693918025432939,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,45-49,Homens,-14193.5010258546,0,28900,21429,-0.662350134203866,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,45-49,Mulheres,-14319.5344805221,0,24339,18542,-0.772275616466516,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,45-49,Total,-28513.0355063768,0,53239,39971,-0.713343061378919,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,50-54,Homens,-11999.5046385845,0,22875,18969,-0.632584988063921,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,50-54,Mulheres,-11583.0610691001,0,18618,15741,-0.735852936223881,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,50-54,Total,-23582.5657076846,0,41493,34710,-0.679417047181926,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,55-59,Homens,-9417.07990570047,0,17507,15136,-0.622164370091204,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,55-59,Mulheres,-9571.88449290981,0,13951,11656,-0.821198051896861,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,55-59,Total,-18988.9643986103,0,31458,26792,-0.708755016370942,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,60+,Homens,-18037.5330329441,0,34741,31259,-0.577034871011361,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,60+,Mulheres,-18370.3415034031,0,27154,24705,-0.743587998518643,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Rural,60+,Total,-36407.8745363472,0,61895,55964,-0.650558833113201,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,0-4,Homens,7899.94001828504,23699.8200548551,467164,532774,0.0148279383346129,0.0444838150038386
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,0-4,Mulheres,8273.96018162536,24821.8805448761,449392,519179,0.015936623364245,0.047809870092735
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,0-4,Total,16173.9001999104,48521.7005997312,916556,1051953,0.0153751167589335,0.0461253502768006
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,5-9,Homens,61804.1339834085,20601.3779944695,430149,562706,0.109833792394978,0.0366112641316593
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,5-9,Mulheres,61405.024843374,20468.341614458,415779,548928,0.111863531908327,0.0372878439694423
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,5-9,Total,123209.158826782,41069.7196089275,845928,1111634,0.110836083483217,0.0369453611610723
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,10-14,Homens,23868.9156624777,0,348746,519228,0.0459700086714848,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,10-14,Mulheres,29357.276561446,0,351283,520309,0.0564227729319424,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,10-14,Total,53226.1922239238,0,700029,1039537,0.0512018256434583,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,15-19,Homens,39144.6838314752,0,284619,457150,0.0856276579491964,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,15-19,Mulheres,54200.9961314901,0,311371,494983,0.109500722512672,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,15-19,Total,93345.6799629652,0,595990,952133,0.0980384882815376,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,20-24,Homens,69252.0515020945,0,281999,399772,0.173228869210686,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,20-24,Mulheres,69821.7825484728,0,304122,422860,0.165117964689194,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,20-24,Total,139073.834050567,0,586121,822632,0.169059596576072,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,25-29,Homens,59164.5960643963,0,271750,322164,0.18364744684197,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,25-29,Mulheres,63285.8039280312,0,288179,344979,0.183448279251871,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,25-29,Total,122450.399992428,0,559929,667143,0.183544457473776,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,30-34,Homens,39981.7682393206,0,256145,304835,0.131158719436156,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,30-34,Mulheres,44935.7687624003,0,260186,316985,0.141759921644243,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,30-34,Total,84917.5370017209,0,516331,621820,0.136562891193144,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,35-39,Homens,14188.3167928199,0,217626,285237,0.0497422031251902,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,35-39,Mulheres,19287.6632394964,0,220934,299642,0.0643690245008924,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Total,35-39,Total,33475.9800323163,0,438560,584879,0.0572357359937975,0
